Ridge 
16.07343889
13.94413793
15.83594037
16.00041108
14.68376009
15.32693224
15.91874925
15.03738531
15.9460087
14.01000996
15.65192047
14.48634058
15.83594037
15.78103113
14.9890476
14.01000996
14.7320978
16.03880799
15.70025818
15.9460087
15.53286517
16.00935037
15.87041155
15.53286517
15.78760266
16.02510118
13.94413793
15.44517407
15.9188037
14.48634058
15.62889541
15.72129995
15.37526995
15.65192047
15.65192047
14.7320978
15.51815035
15.96101266
14.7320978
16.04874879
15.03738531
15.48452746
15.65192047
15.73269343
15.87041155
16.00935037
16.02510118
15.9460087
14.48634058
14.48634058
15.70025818
16.00935037
15.67296224
15.51815035
15.70025818
14.48634058
15.2706336
15.28474046
14.01000996
14.48634058
13.94413793
15.51815035
15.99434641
15.53286517
15.51815035
14.28222355
15.96714141
15.83594037
15.37526995
15.8398717
15.91874925
14.7320978
14.28222355
15.53286517
14.15785795
15.46981264
15.53286517
14.68376009
15.83594037
16.04874879
14.28222355
15.65192047
15.51815035
15.46981264
16.00417015
15.37526995
15.48452746
15.9460087
13.94413793
16.00041108
15.96714141
15.99434641
15.70025818
14.28222355
15.9460087
16.07343889
16.02510118
15.91874925
16.05250786
15.03738531
16.04874879
14.01000996
16.00935037
16.04874879
14.9890476
15.65192047
15.9460087
13.94413793
14.28222355
14.48634058
15.99434641
15.53286517
16.07343889
15.99434641
14.68376009
15.78760266
15.37526995
15.70025818
14.48634058
14.01000996
14.28222355
16.00935037
15.53286517
15.65192047
15.83594037
15.91874925
15.37526995
15.87041155
15.99434641
16.04874879
15.72129995
15.03738531
16.00935037
14.15785795
15.78760266
15.37526995
14.48634058
16.07343889
13.94413793
15.73269343
15.9460087
15.65192047
15.70025818
14.28222355
15.51815035
14.7320978
15.70025818
15.83594037
15.03738531
15.78103113
14.96084559
14.69988301
16.03880799
15.37526995
15.67296224
15.46981264
16.04874879
14.01000996
13.94413793
14.7320978
16.00935037
15.96101266
15.99434641
16.07343889
15.99047029
15.46981264
14.28222355
15.96714141
15.99434641
15.65192047
15.91874925
15.99434641
15.9460087
15.83594037
15.91874925
15.03738531
15.53286517
15.46981264
15.70025818
15.91874925
15.51815035
15.51815035
15.03738531
15.99434641
15.32693224
14.48634058
15.9460087
15.37526995
14.48634058
15.9460087
16.04874879
16.02510118
16.07343889
15.96714141
16.04874879
15.37526995
15.51815035
15.70025818
15.03738531
15.65192047
15.48452746
16.05250786
16.03880799
15.51815035
15.9460087
15.44517407
15.79153399
14.28222355
14.01000996
14.15785795
13.94413793
15.51815035
14.48634058
15.70025818
16.07343889
14.7320978
15.37526995
15.37526995
15.37526995
16.07343889
15.53286517
15.03738531
16.04874879
15.53286517
15.37526995
16.04874879
15.8398717
15.83594037
15.70025818
16.02510118
15.03738531
15.91874925
15.83594037
15.51815035
15.67296224
15.53286517
15.51815035
15.03738531
15.99047029
14.48634058
15.48452746
15.03738531
14.7320978
14.28222355
15.2706336
15.91874925
14.28222355
15.48452746
15.99434641
15.62889541
15.62889541
14.48634058
16.04874879
14.15785795
15.62889541
14.15785795
15.44517407
14.7320978
16.02510118
15.48452746
15.91874925
15.03738531
15.9188037
14.7320978
14.48634058
16.00935037
15.70025818
14.48634058
15.9460087
15.51815035
15.67296224
15.70025818
16.04874879
15.83594037
15.37526995
16.00935037
16.07343889
15.96714141
15.51815035
15.9188037
15.91874925
14.7320978
16.00041108
16.00041108
15.37526995
15.62889541
15.48452746
14.28222355
14.15785795
15.51815035
14.01000996
15.65192047
14.15785795
14.48634058
15.67296224
13.94413793
14.23388584
15.46981264
14.48634058
14.7320978
14.48634058
15.62889541
14.7320978
15.56344888
16.07343889
15.03738531
15.78103113
16.00041108
16.00041108
15.9188037
16.02510118
15.37526995
15.03738531
15.62889541
15.8398717
15.99434641
15.87041155
14.7320978
15.53286517
15.51815035
14.01000996
15.53286517
15.9460087
16.04874879
14.48634058
16.04874879
14.7320978
14.28222355
14.48634058
15.9460087
15.53286517
14.96084559
14.7320978
16.00935037
15.53286517
15.53286517
15.99434641
14.01000996
15.91874925
15.51815035
15.9460087
15.70025818
15.83594037
14.01000996
15.87041155
15.65192047
15.9188037
14.48634058
15.70025818
15.96101266
15.32693224
15.87041155
16.00935037
